3,141 561 868 897 1042 1519 1754
4,397 682 698 1386 1750 1920
3,76 357 699 868 885 1066 1232 1275 1459
4,104 410 1275 1750 1920 1987
5,450 731 751 939 1275 1750 1920
2,485 748 1098 1227 1672 1750 1920
2,223 241 561 1090 1522 1646 1726 1920
2,939 1283 1421 1750 1920
3,168 1072 1920
2,301 878 1230 1275 1282 1750 1918
0,296 1896 1922
3,581 1802 1930
2,1275 1750 1896 1927 1986
2,760 1000 1927
4,474 648 817 923 939 1750 1920
1,281 1204 1522 1659 1750 1836 1920
3,133 475 561 1290 1522 1750 1776 1836 1920 1952
0,601 654 868 897 1126 1917 1980
3,939 1252 1920
3,139 264 939 1920
0,306 521 525 939 1275 1750 1920
4,168 431 897 1198 1275 1920
2,4 670 1230
3,1207 1284 1522 1750 1920
3,939 1230 1275 1302 1534 1750 1920
4,637 897 1204 1522 1547 1750 1850 1920
2,931 1275 1435 1584 1750 1896 1927
1,836 897 939 1660 1750 1842 1920
4,76 232 498 785 897 1230
1,230 1660 1830 1924
5,79 110 583 725 1651 1750 1920
4,76 583 1920
0,76 303 868 1112 1126 1348 1377 1538 1845
2,465 758 1125 1555 1699 1711 1748 1750 1874 1924
0,168 367 868 897 1126 1198 1756
3,256 581 1920
0,561 1070 1119 1750 1922
4,897 1239 1476 1750 1896 1920
1,98 581 669 1275 1361 1715 1750 1923
4,179 233 380 939 1007 1275 1473 1617 1750 1920
3,357 725 745 868 885 897 1227 1910 1983
4,378 707 1012 1750 1776 1896 1920
0,746 868 897 1126 1344 1750 1969
0,528 686 868 899 939 1126 1317 1598 1750 1868
3,139 581 699 868 1296 1758 1776
2,502 858 1653 1750 1920 1959
4,292 919 973 1261 1750 1776 1920 1975
2,369 656 897 1750 1920
3,76 183 521 581 868 1286 1313 1991
4,397 939 1204 1750 1905 1920 1952
1,496 581 942 1750 1776 1920
3,939 1920
2,1275 1344 1425 1750 1896 1927
3,452 561 748 1739 1750 1923
2,165 939 1522 1927
3,939 1239 1275 1750 1920
4,378 444 974 1286 1290 1522 1649 1750 1920
4,76 725 740 1522 1739 1750 1920 1992
1,1071 1522 1598 1659 1836 1839 1920
3,939 1750 1920
1,939 1750 1923
3,76 141 537 583 868 944 1154 1286 1288 1329 1920 1974 1975
1,362 496 939 1522 1920
3,939 1920
2,141 581 591 1070 1247 1776 1927
1,76 145 179 419 817 1086 1283 1750 1924 1952
3,76 939 1920
3,581 773 1344 1930
1,168 197 897 1232 1275 1472 1750 1788 1920
3,141 168 725 1007 1920
1,284 583 927 1275 1493 1750 1899 1920
2,939 1275 1750 1927
4,76 241 583 865 944 1598 1750 1920 1922
3,842 939 1275 1750 1920
2,141 897 1447 1589 1654 1750 1927
3,581 748 750 868 885 1112 1246
2,55 390 563 897 942 1327 1750 1920
4,284 352 486 897 939 1275 1331 1750 1920
3,193 458 581 646 823 853 868 885 1286 1323 1522 1776 1836
1,2 385 496 561 725 897 1255 1271 1750 1920
4,939 1204 1522 1920
0,168 796 868 1126 1275 1633 1750 1756 1926
3,822 939 1275 1302 1750 1920
1,725 939 1194 1250 1275 1659 1750 1920
4,270 588 707 1750 1896 1920
0,168 736 868 897 1126 1601 1750
1,496 561 1004 1515 1920
4,76 680 939 1275 1920
2,321 709 1140 1750 1917 1927
0,748 897 1245 1750 1896 1924 1987
0,251 434 561 1922
3,284 384 440 897 1750 1776 1920
3,141 168 233 330 1134 1920
4,179 292 389 397 683 950 1440 1750 1920
3,553 939 1376 1920
3,939 966 1155 1275 1750 1920
2,76 416 465 897 939 1522 1888 1920
3,76 537 939 1275 1750 1920
0,141 561 1328 1922
1,351 496 939 1234 1522 1711 1920
2,930 1112 1845 1927
3,939 1275 1302 1750 1920 1964
3,561 581 806 1522 1776 1920
4,149 897 1002 1275 1750 1917 1920
2,721 1275 1750 1896 1924
2,179 292 455 1007 1264 1726 1750 1927
3,76 581 868 1112 1991
1,897 939 1522 1659 1836 1920
4,76 351 688 939 1920
1,836 897 939 959 1376 1750 1923
3,452 581 748 1923
1,104 375 583 744 779 821 897 1276 1558 1750 1776 1923 1966
1,168 738 1274 1522 1750 1920 1969
4,234 343 840 1177 1290 1522 1748 1750 1920 1966
4,897 939 1024 1750 1920 1969
4,231 474 502 707 808 897 939 1163 1589 1685 1750 1776 1920
1,76 357 699 885 925 926 1100 1286 1619 1750 1776 1923
0,76 212 583 773 868 1197 1218
4,84 461 725 1230 1522 1750 1920
3,583 1154 1750 1920
1,70 76 141 293 357 699 885 1066 1275 1458 1576 1923
4,76 179 1420 1709 1751 1769 1830 1849 1924
3,76 621 868 939 1245 1275 1385 1750 1776 1969
0,278 284 467 583 725 868 944 1081 1112 1288 1715 1750 1766 1776 1813 1995
3,211 581 818 868
3,141 414 841 939 1275 1750 1920
3,623 868 1231 1750 1896
2,725 1750 1920
2,423 465 922 939 947 1275 1355 1418 1750 1920
0,301 561 1361 1715 1750 1922
4,919 1214 1263 1750 1920
3,76 939 1920
4,76 697 939 983 1033 1655 1920
4,563 584 851 897 962 1275 1750 1920
4,168 461 605 624 897 1204 1522 1750 1920
0,56 76 489 723 868 944 1218 1332 1431 1580 1645 1776 1952 1974
2,91 817 1204 1307 1462 1750 1920
3,168 1920
3,939 1920
0,581 731 868 1126 1715 1776 1988
1,939 1750 1923
4,584 1069 1230 1275 1452 1750 1896 1920
1,281 419 1275 1286 1493 1522 1750 1920
4,317 343 589 919 1224 1522 1896 1920
3,939 1275 1302 1750 1920 1964
0,868 897 1000 1126 1444 1750 1917
3,357 868 935 1449 1991 1995
5,512 583 725 966 1286 1651 1850 1920 1922
2,1417 1643 1927
2,1197 1750 1751 1902 1927
2,737 1344 1522 1735 1750 1927
2,748 1114 1197 1204 1642 1750 1920
0,76 168 868 897 1126 1329 1652 1756
2,577 1927
4,284 352 478 486 1275 1331 1750 1920 1995
2,135 707 897 1628 1750 1896 1927
1,135 294 311 495 581 1228 1625 1712 1830 1920
4,34 118 236 500 897 1275 1286 1434 1750 1770 1920
4,231 260 478 801 939 1063 1153 1282 1374 1750 1776 1920 1952
3,76 939 1510 1920
4,104 561 779 853 1272 1750 1894 1920
0,111 336 939 1545 1750 1802 1920
4,351 661 1275 1331 1522 1750 1920
3,168 1920
1,302 939 1368 1750 1923
2,266 364 805 897 947 960 1113 1133 1275 1347 1750 1924
2,939 1150 1275 1750 1927
